"Date","Time","CO.GT.","PT08.S1.CO.","NMHC.GT.","C6H6.GT.","PT08.S2.NMHC.","NOx.GT.","PT08.S3.NOx.","NO2.GT.","PT08.S4.NO2.","PT08.S5.O3.","T","RH","AH"
"3/11/2004","4:00:00",0.144067796610169,0.261306532663317,0.00592216582064298,0.0188679245283019,0.0786455488803932,0.012863913337847,0.633629817873782,0.0946745562130177,0.290467625899281,0.0973066898349262,0.258064516129032,0.645283018867924,0.274544299467331
"3/11/2004","5:00:00",0.0508474576271186,0.300789662598708,0.000846023688663283,0.0157232704402516,0.0704533042053523,0.00947867298578199,0.675984752223634,0.0769230769230769,0.283723021582734,0.0873153779322328,0.27741935483871,0.591194968553459,0.269706299174119
"3/11/2004","6:00:00",0.0508474576271186,0.290739411342426,0.00761421319796954,0.0235849056603774,0.0928454396504642,0.021665538253216,0.599745870393901,0.136094674556213,0.301258992805755,0.109035621198957,0.266666666666667,0.615094339622642,0.269071006206324
"3/11/2004","7:00:00",0.0847457627118644,0.35678391959799,0.0186125211505922,0.0487421383647799,0.155106499180776,0.0649966147596479,0.494705633206269,0.236686390532544,0.35431654676259,0.221112076455256,0.260215053763441,0.633962264150943,0.272198602355471
"3/11/2004","8:00:00",0.161016949152542,0.492462311557789,0.0482233502538071,0.124213836477987,0.282359366466412,0.116452268111036,0.344769165607793,0.325443786982249,0.434352517985612,0.382710686359687,0.273118279569892,0.606289308176101,0.271758784146997
"3/11/2004","9:00:00",0.177966101694915,0.505384063173008,0.0676818950930626,0.147798742138365,0.315128345166576,0.0859851049424509,0.320626853028378,0.292899408284024,0.464028776978417,0.350564726324935,0.266666666666667,0.646540880503145,0.285588623369007
"3/11/2004","10:00:00",0.135593220338983,0.42067480258435,0.0592216582064298,0.0974842767295598,0.242490442381212,0.0744752877454299,0.379500211774672,0.284023668639053,0.402428057553957,0.27758470894874,0.273118279569892,0.618867924528302,0.278795875482578
"3/11/2004","11:00:00",0.11864406779661,0.381909547738693,0.0304568527918782,0.0770440251572327,0.206990715456035,0.0629654705484089,0.426090639559509,0.266272189349112,0.364658273381295,0.195482189400521,0.266666666666667,0.612578616352201,0.269022137516493
"3/11/2004","12:00:00",0.127118644067797,0.422828427853553,0.0456852791878173,0.080188679245283,0.213544511196068,0.0690589031821259,0.414654807285049,0.275147928994083,0.382194244604317,0.19244135534318,0.245161290322581,0.724528301886792,0.298294482724918
"3/11/2004","13:00:00",0.152542372881356,0.458722182340273,0.0473773265651438,0.113207547169811,0.265428727471327,0.0974949221394719,0.355781448538755,0.325443786982249,0.443345323741007,0.251086012163336,0.219354838709677,0.845283018867925,0.319894443629966
"3/11/2004","14:00:00",0.23728813559322,0.519741564967696,0.132825719120135,0.179245283018868,0.355543418896778,0.138794854434665,0.27996611605252,0.372781065088757,0.530125899280576,0.354474370112945,0.212903225806452,0.90440251572327,0.336656404241802
"3/11/2004","15:00:00",0.177966101694915,0.475951184493898,0.0609137055837563,0.136792452830189,0.300382304751502,0.123222748815166,0.321897501058873,0.366863905325444,0.492805755395683,0.314943527367507,0.219354838709677,0.888050314465409,0.33870888921468
"3/11/2004","16:00:00",0.177966101694915,0.463029432878679,0.0744500846023689,0.128930817610063,0.288913162206445,0.129316181448883,0.330792037272342,0.381656804733728,0.467625899280576,0.319721980886186,0.249462365591398,0.779874213836478,0.328495333040121
"3/11/2004","17:00:00",0.23728813559322,0.528356066044508,0.120981387478849,0.174528301886792,0.347897323866739,0.163168584969533,0.290554849639983,0.393491124260355,0.525179856115108,0.383579496090356,0.251612903225806,0.734591194968553,0.309729756145238
"3/11/2004","18:00:00",0.398305084745763,0.670495333811917,0.253807106598985,0.325471698113208,0.511196067722556,0.188896411645227,0.202033036848793,0.440828402366864,0.688848920863309,0.516072980017376,0.262365591397849,0.691823899371069,0.303865513365587
"3/11/2004","19:00:00",0.576271186440678,0.810480976310122,0.38409475465313,0.429245283018868,0.603495357728017,0.257955314827353,0.160948750529437,0.502958579881657,0.801258992805755,0.644222415291051,0.249462365591398,0.755974842767296,0.316278160582515
"3/11/2004","20:00:00",0.508474576271186,0.712849964106245,0.333333333333333,0.375786163522013,0.557618787547788,0.236289776574137,0.178314273612876,0.482248520710059,0.737410071942446,0.622502172024327,0.247311827956989,0.737106918238994,0.307188584274056
"3/11/2004","21:00:00",0.322033898305085,0.478104809763101,0.160744500846024,0.199685534591195,0.378481703986892,0.161137440758294,0.268953833121559,0.396449704142012,0.51978417266187,0.462206776715899,0.236559139784946,0.689308176100629,0.272296339735132
"3/11/2004","22:00:00",0.11864406779661,0.228284278535535,0.0456852791878173,0.0723270440251572,0.199890770070999,0.0622884224779959,0.424819991529013,0.245562130177515,0.351618705035971,0.260642919200695,0.217204301075269,0.681761006289308,0.247177833162293
"3/11/2004","23:00:00",0.076271186440678,0.190954773869347,0.0160744500846024,0.0393081761006289,0.134352812670672,0.030467163168585,0.526471833968657,0.150887573964497,0.315197841726619,0.143788010425717,0.217204301075269,0.649056603773585,0.235058398084347
"3/12/2004","0:00:00",0.135593220338983,0.310839913854989,0.0406091370558376,0.0911949685534591,0.230475150191152,0.0812457684495599,0.394747988140618,0.281065088757396,0.370503597122302,0.258470894874023,0.219354838709677,0.620125786163522,0.224356155011484
"3/12/2004","1:00:00",0.152542372881356,0.284996410624551,0.038917089678511,0.0990566037735849,0.243582741671218,0.0886932972241029,0.391783142736129,0.319526627218935,0.371852517985612,0.265421372719374,0.206451612903226,0.635220125786163,0.218003225333529
"3/12/2004","2:00:00",0.110169491525424,0.244795405599426,0.0279187817258883,0.0628930817610063,0.182960131075915,0.0541638456330399,0.454891994917408,0.263313609467456,0.338579136690647,0.204604691572546,0.193548387096774,0.661635220125786,0.216439427258955
"3/12/2004","3:00:00",0.0593220338983051,0.173725771715721,0.011844331641286,0.0283018867924528,0.104314582195522,0.120514556533514,0.575180008470987,0.316568047337278,0.285971223021583,0.126411815812337,0.191397849462366,0.667924528301887,0.215706396911499
"3/12/2004","4:00:00",0.144067796610169,0.132089016511127,0.00253807106598985,0.0157232704402516,0.0671764063353359,0.012863913337847,0.665396018636171,0.0887573964497041,0.262140287769784,0.0708079930495221,0.172043010752688,0.713207547169811,0.215071103943703
"3/12/2004","5:00:00",0.0423728813559322,0.143575017946877,0,0.0141509433962264,0.0644456581103222,0.018957345971564,0.666243117323168,0.124260355029586,0.27158273381295,0.0751520417028671,0.176344086021505,0.70188679245283,0.214338073596247
"3/12/2004","6:00:00",0.0593220338983051,0.201005025125628,0.00846023688663283,0.0267295597484277,0.102676133260513,0.036560595802302,0.577297755188479,0.20414201183432,0.302158273381295,0.115551694178975,0.187096774193548,0.675471698113208,0.214386942286077
"3/12/2004","7:00:00",0.110169491525424,0.318736539842067,0.0219966159052453,0.0676100628930818,0.189513926815948,0.0724441435341909,0.451080050825921,0.301775147928994,0.364208633093525,0.228931364031277,0.178494623655914,0.70314465408805,0.218394174852172
"3/12/2004","8:00:00",0.364406779661017,0.674802584350323,0.16497461928934,0.279874213836478,0.465865647187329,0.206499661475965,0.243540872511648,0.411242603550296,0.606564748201439,0.512163336229366,0.197849462365591,0.677987421383648,0.22733714509114
"3/12/2004","9:00:00",0.144067796610169,0.644651830581479,0.120981387478849,0.345911949685535,0.529765155652649,0.120514556533514,0.18847945785684,0.316568047337278,0.677607913669065,0.59383145091225,0.238709677419355,0.591194968553459,0.230367003860627
"3/12/2004","10:00:00",0.254237288135593,0.504666188083273,0.17005076142132,0.218553459119497,0.401419989077007,0.125253893026405,0.249894112664125,0.355029585798817,0.522032374100719,0.441355343179844,0.324731182795699,0.408805031446541,0.218589649611494
"3/12/2004","11:00:00",0.220338983050847,0.442211055276382,0.134517766497462,0.180817610062893,0.357181867831786,0.144888287068382,0.274036425243541,0.417159763313609,0.470773381294964,0.410947002606429,0.348387096774194,0.367295597484277,0.214826760494551
"3/12/2004","12:00:00",0.169491525423729,0.401292175161522,0.0905245346869712,0.158805031446541,0.329328235936647,0.0954637779282329,0.301990681914443,0.328402366863905,0.443345323741007,0.320590790616855,0.363440860215054,0.343396226415094,0.212481063382691
"3/12/2004","13:00:00",0.203389830508475,0.434314429289304,0.112521150592217,0.171383647798742,0.345712725286729,0.106973595125254,0.290554849639983,0.337278106508876,0.468525179856115,0.331016507384883,0.387096774193548,0.318238993710692,0.215755265601329
"3/12/2004","14:00:00",0.220338983050847,0.459440057430007,0.137055837563452,0.199685534591195,0.379574003276898,0.109004739336493,0.26556543837357,0.357988165680473,0.498651079136691,0.364900086880973,0.391397849462366,0.333333333333333,0.230318135170796
"3/12/2004","15:00:00",0.23728813559322,0.506819813352477,0.150592216582064,0.221698113207547,0.403604587657018,0.127285037237644,0.254129606099111,0.366863905325444,0.534622302158273,0.398783666377063,0.380645161290323,0.349685534591195,0.232761569662317
"3/12/2004","16:00:00",0.228813559322034,0.475233309404164,0.133671742808799,0.19811320754717,0.376843255051884,0.119160460392688,0.267683185091063,0.349112426035503,0.497302158273381,0.387054735013032,0.382795698924731,0.352201257861635,0.235058398084347
"3/12/2004","17:00:00",0.194915254237288,0.45010768126346,0.106598984771574,0.182389937106918,0.359366466411797,0.100203114421124,0.289707750952986,0.346153846153846,0.476169064748201,0.335794960903562,0.404301075268817,0.315723270440252,0.229780579582661
"3/12/2004","18:00:00",0.322033898305085,0.619526202440775,0.191201353637902,0.30188679245283,0.488257782632441,0.138117806364252,0.207539178314274,0.43491124260355,0.611061151079137,0.516507384882711,0.365591397849462,0.382389937106918,0.240385085275864
"3/12/2004","19:00:00",0.305084745762712,0.630294328786791,0.198815566835871,0.284591194968553,0.471327143637357,0.1354096140826,0.21135112240576,0.423076923076923,0.58273381294964,0.533014769765421,0.350537634408602,0.430188679245283,0.255925328641939
"3/12/2004","20:00:00",0.550847457627119,0.858578607322326,0.406937394247039,0.511006289308176,0.670125614418351,0.228842247799594,0.127911901736552,0.497041420118343,0.826888489208633,0.723718505647263,0.318279569892473,0.519496855345912,0.275179592435127
"3/12/2004","21:00:00",0.364406779661017,0.682699210337401,0.27580372250423,0.314465408805031,0.500273074822501,0.184157075152336,0.182126217704363,0.43491124260355,0.625,0.610773240660295,0.301075268817204,0.554716981132075,0.278013976445292
"3/12/2004","22:00:00",0.288135593220339,0.600861450107681,0.175972927241963,0.223270440251572,0.406335335882032,0.169939065673663,0.218975010588734,0.405325443786982,0.526978417266187,0.551694178974805,0.27741935483871,0.627672955974843,0.287983189170698
"3/12/2004","23:00:00",0.449152542372881,0.739411342426418,0.304568527918782,0.341194968553459,0.52594210813763,0.201760324983074,0.177467174925879,0.390532544378698,0.679406474820144,0.62380538662033,0.249462365591398,0.69685534591195,0.289498118555442
"3/13/2004","0:00:00",0.220338983050847,0.454414931801866,0.0972927241962775,0.14937106918239,0.317312943746587,0.129316181448883,0.27149512918255,0.328402366863905,0.446492805755396,0.462206776715899,0.245161290322581,0.690566037735849,0.280994966524947
"3/13/2004","1:00:00",0.152542372881356,0.394113424264178,0.050761421319797,0.114779874213836,0.267613326051338,0.0927555856465809,0.31723845828039,0.281065088757396,0.410071942446043,0.400955690703736,0.236559139784946,0.688050314465409,0.272491814494453
"3/13/2004","2:00:00",0.127118644067797,0.385498923187365,0.0304568527918782,0.0833333333333333,0.21791370835609,0.0548408937034529,0.361711139347734,0.236686390532544,0.366007194244604,0.357080799304952,0.23010752688172,0.688050314465409,0.264330743292772
"3/13/2004","3:00:00",0.135593220338983,0.376884422110553,0.032994923857868,0.0833333333333333,0.218459858001092,0.120514556533514,0.36298178737823,0.316568047337278,0.372751798561151,0.336663770634231,0.208602150537634,0.733333333333333,0.260274642036847
"3/13/2004","4:00:00",0.144067796610169,0.358937544867193,0.0414551607445008,0.0959119496855346,0.239213544511196,0.0724441435341909,0.343074968233799,0.239644970414201,0.387140287769784,0.334926151172893,0.191397849462366,0.778616352201258,0.259541611689391
"3/13/2004","5:00:00",0.076271186440678,0.237616654702082,0.0194585448392555,0.0393081761006289,0.132168214090661,0.04062288422478,0.465057179161372,0.186390532544379,0.325089928057554,0.259774109470026,0.219354838709677,0.684276729559748,0.250940722279236
"3/13/2004","6:00:00",0.0932203389830508,0.325197415649677,0.0169204737732657,0.0440251572327044,0.143637356635718,0.034529451591063,0.459127488352393,0.171597633136095,0.322392086330935,0.266724587315378,0.195698924731183,0.733333333333333,0.246298196745345
"3/13/2004","7:00:00",0.11864406779661,0.33381191672649,0.0338409475465313,0.0786163522012579,0.211359912616057,0.0927555856465809,0.383735705209657,0.22189349112426,0.385791366906475,0.3123370981755,0.176344086021505,0.788679245283019,0.248497287787714
"3/13/2004","8:00:00",0.220338983050847,0.494615936826992,0.10575296108291,0.183962264150943,0.360458765701802,0.171970209884902,0.259635747564591,0.27810650887574,0.506744604316547,0.421807124239791,0.180645161290323,0.784905660377358,0.24913258075551
"3/13/2004","9:00:00",0.305084745762712,0.546302943287868,0.196277495769882,0.235849056603774,0.420535226652103,0.198375084631009,0.215163066497247,0.346153846153846,0.551258992805755,0.516941789748045,0.247311827956989,0.635220125786163,0.257880076235156
"3/13/2004","10:00:00",0.26271186440678,0.574300071787509,0.129441624365482,0.20125786163522,0.381212452211906,0.167907921462424,0.231681490893689,0.366863905325444,0.501798561151079,0.540399652476108,0.30752688172043,0.528301886792453,0.268191369789376
"3/13/2004","11:00:00",0.338983050847458,0.642498205312276,0.233502538071066,0.251572327044025,0.437465865647187,0.199052132701422,0.20584498094028,0.461538461538462,0.552607913669065,0.591659426585578,0.376344086021505,0.415094339622642,0.273860137809705
"3/13/2004","12:00:00",0.296610169491525,0.577171572146447,0.171742808798646,0.218553459119497,0.400873839432004,0.160460392687881,0.23422278695468,0.470414201183432,0.507194244604317,0.506516072980017,0.436559139784946,0.309433962264151,0.256218540780922
"3/13/2004","13:00:00",0.228813559322034,0.488872936109117,0.124365482233503,0.191823899371069,0.369197160021846,0.102234258632363,0.281660313426514,0.36094674556213,0.471672661870504,0.382276281494353,0.458064516129032,0.277987421383648,0.249376924204662
"3/13/2004","14:00:00",0.161016949152542,0.402010050251256,0.0888324873096447,0.133647798742138,0.295466957946477,0.0785375761679079,0.324438797119864,0.29585798816568,0.421312949640288,0.273240660295395,0.427956989247312,0.322012578616352,0.258026682304647
"3/13/2004","15:00:00",0.161016949152542,0.425699928212491,0.0854483925549915,0.143081761006289,0.30802839978154,0.0792146242383209,0.307920372723422,0.337278106508876,0.441097122302158,0.315377932232841,0.436559139784946,0.306918238993711,0.253872843669061
"3/13/2004","16:00:00",0.203389830508475,0.473079684134961,0.0879864636209814,0.158805031446541,0.329874385581649,0.0920785375761679,0.288860652265989,0.36094674556213,0.450989208633094,0.372284969591659,0.419354838709677,0.325786163522013,0.252406782974148
"3/13/2004","17:00:00",0.186440677966102,0.487437185929648,0.0761421319796954,0.165094339622642,0.336974330966685,0.0988490182802979,0.27700127064803,0.363905325443787,0.472571942446043,0.374891398783666,0.4,0.359748427672956,0.257537995406343
"3/13/2004","18:00:00",0.26271186440678,0.592964824120603,0.155668358714044,0.242138364779874,0.42599672310213,0.152335815842925,0.215586615840745,0.431952662721893,0.552158273381295,0.509991311902693,0.387096774193548,0.4,0.273860137809705
"3/13/2004","19:00:00",0.347457627118644,0.69059583632448,0.212351945854484,0.306603773584906,0.493173129437466,0.186188219363575,0.184667513765354,0.482248520710059,0.616456834532374,0.604257167680278,0.380645161290323,0.417610062893082,0.279626643209696
"3/13/2004","20:00:00",0.347457627118644,0.692031586503948,0.234348561759729,0.300314465408805,0.486619333697433,0.187542315504401,0.18297331639136,0.470414201183432,0.613309352517986,0.64118158123371,0.378494623655914,0.438993710691824,0.290231148902898
"3/13/2004","21:00:00",0.347457627118644,0.699210337401292,0.22165820642978,0.286163522012579,0.471873293282359,0.190250507786053,0.186361711139348,0.464497041420118,0.588579136690647,0.723284100781929,0.36989247311828,0.472955974842767,0.305136099301178
"3/13/2004","22:00:00",0.254237288135593,0.572146446518306,0.146362098138748,0.20440251572327,0.385581649371928,0.143534190927556,0.221092757306226,0.417159763313609,0.538219424460432,0.609470026064292,0.354838709677419,0.49559748427673,0.303621169916435
"3/13/2004","23:00:00",0.211864406779661,0.553481694185212,0.0922165820642978,0.169811320754717,0.342435827416712,0.11509817197021,0.241423125794155,0.378698224852071,0.473021582733813,0.571242397914857,0.356989247311828,0.50440251572327,0.310120705663881
"3/14/2004","0:00:00",0.23728813559322,0.636755204594401,0.0727580372250423,0.171383647798742,0.34407427635172,0.127285037237644,0.240152477763659,0.375739644970414,0.476618705035971,0.570807993049522,0.339784946236559,0.558490566037736,0.325025656062161
"3/14/2004","1:00:00",0.228813559322034,0.600861450107681,0.104906937394247,0.185534591194969,0.361551064991808,0.116452268111036,0.236340533672173,0.346153846153846,0.482464028776978,0.56863596872285,0.354838709677419,0.532075471698113,0.326882666275717
"3/14/2004","2:00:00",0.203389830508475,0.516870064608758,0.071912013536379,0.133647798742138,0.29601310759148,0.0853080568720379,0.267259635747565,0.301775147928994,0.446043165467626,0.484795829713293,0.309677419354839,0.625157232704403,0.326931534965548
"3/14/2004","3:00:00",0.194915254237288,0.500358937544867,0.10575296108291,0.150943396226415,0.319497542326597,0.120514556533514,0.253706056755612,0.316568047337278,0.480665467625899,0.459165942658558,0.290322580645161,0.681761006289308,0.333626545472316
"3/14/2004","4:00:00",0.144067796610169,0.346733668341709,0.0414551607445008,0.080188679245283,0.212998361551065,0.046039268788084,0.342227869546802,0.236686390532544,0.405125899280576,0.360556038227628,0.301075268817204,0.652830188679245,0.330156868494356
"3/14/2004","5:00:00",0.0932203389830508,0.29791816223977,0.0211505922165821,0.0566037735849057,0.168214090660841,0.034529451591063,0.402371876323592,0.201183431952663,0.371402877697842,0.30755864465682,0.288172043010753,0.677987421383648,0.326736060206226
"3/14/2004","6:00:00",0.076271186440678,0.307968413496052,0.0186125211505922,0.0377358490566038,0.128345166575642,0.028436018957346,0.454468445573909,0.180473372781065,0.351618705035971,0.282797567332754,0.290322580645161,0.666666666666667,0.3238039388164
"3/14/2004","7:00:00",0.0677966101694915,0.273510409188801,0.0169204737732657,0.0361635220125786,0.126706717640634,0.048747461069736,0.449809402795426,0.192307692307692,0.35476618705036,0.274543874891399,0.264516129032258,0.734591194968553,0.326589454136735
"3/14/2004","8:00:00",0.110169491525424,0.364680545585068,0.0245346869712352,0.0644654088050315,0.185144729655926,0.0670277589708869,0.382465057179161,0.242603550295858,0.388039568345324,0.320590790616855,0.290322580645161,0.672955974842767,0.326589454136735
"3/14/2004","9:00:00",0.127118644067797,0.422110552763819,0.0423011844331641,0.0990566037735849,0.243036592026215,0.0785375761679079,0.310461668784413,0.239644970414201,0.438848920863309,0.378801042571677,0.30752688172043,0.638993710691824,0.331329717050286
"3/14/2004","10:00:00",0.177966101694915,0.491744436468055,0.10321489001692,0.133647798742138,0.294920808301475,0.0961408259986459,0.266836086404066,0.284023668639053,0.477967625899281,0.43614248479583,0.352688172043011,0.552201257861635,0.336265454723159
"3/14/2004","11:00:00",0.228813559322034,0.57286432160804,0.119289340101523,0.169811320754717,0.341889677771709,0.117806364251862,0.235493434985176,0.331360946745562,0.514838129496403,0.492615117289314,0.404301075268817,0.464150943396226,0.339246444802815
"3/14/2004","12:00:00",0.228813559322034,0.552045944005743,0.116751269035533,0.166666666666667,0.33806663025669,0.107650643195667,0.247776365946633,0.346153846153846,0.506294964028777,0.452215464813206,0.455913978494624,0.366037735849057,0.323852807506231
"3/14/2004","13:00:00",0.161016949152542,0.455132806891601,0.0727580372250423,0.116352201257862,0.271436373566357,0.0751523358158429,0.32274459974587,0.301775147928994,0.43794964028777,0.329713292788879,0.496774193548387,0.279245283018868,0.291501734838489
"3/14/2004","14:00:00",0.144067796610169,0.402010050251256,0.0651438240270728,0.116352201257862,0.270890223921354,0.0683818551117129,0.331215586615841,0.29585798816568,0.422212230215827,0.282797567332754,0.501075268817204,0.264150943396226,0.281923471631726
"3/14/2004","15:00:00",0.152542372881356,0.43862167982771,0.077834179357022,0.127358490566038,0.285636264336428,0.0744752877454299,0.321473951715375,0.310650887573964,0.431654676258993,0.29496090356212,0.511827956989247,0.249056603773585,0.277476420857157
"3/14/2004","16:00:00",0.245762711864407,0.582196697774587,0.120981387478849,0.185534591194969,0.361551064991808,0.113744075829384,0.276154171961033,0.375739644970414,0.492356115107914,0.381407471763684,0.518279569892473,0.241509433962264,0.277036602648683
"3/14/2004","17:00:00",0.23728813559322,0.5678391959799,0.126057529610829,0.187106918238994,0.364827962861824,0.120514556533514,0.263024142312579,0.372781065088757,0.502248201438849,0.427888792354474,0.498924731182796,0.271698113207547,0.28583296681816
"3/14/2004","18:00:00",0.203389830508475,0.596554199569275,0.0972927241962775,0.190251572327044,0.367012561441835,0.106973595125254,0.2570944515036,0.35207100591716,0.503597122302158,0.452215464813206,0.464516129032258,0.345911949685535,0.31569173630455
"3/14/2004","19:00:00",0.38135593220339,0.833452979181622,0.215736040609137,0.322327044025157,0.507373020207537,0.175355450236967,0.182549767047861,0.458579881656805,0.648381294964029,0.641615986099044,0.436559139784946,0.408805031446541,0.336460929482481
"3/14/2004","20:00:00",0.491525423728814,0.898061737257717,0.282571912013536,0.361635220125786,0.545057345712725,0.218686526743399,0.152054214315968,0.505917159763314,0.697841726618705,0.731537793223284,0.419354838709677,0.464150943396226,0.359820163221424
"3/14/2004","21:00:00",0.279661016949153,0.655419956927495,0.175126903553299,0.229559748427673,0.413435281267067,0.145565335138795,0.195679796696315,0.42603550295858,0.569694244604317,0.61989574283232,0.4,0.508176100628931,0.365195719102771
"3/14/2004","22:00:00",0.169491525423729,0.486001435750179,0.0786802030456853,0.139937106918239,0.304205352266521,0.0974949221394719,0.254976704786108,0.35207100591716,0.465827338129496,0.522154648132059,0.391397849462366,0.525786163522013,0.36622196158921
"3/14/2004","23:00:00",0.177966101694915,0.503948312993539,0.0609137055837563,0.136792452830189,0.300382304751502,0.10155721056195,0.258788648877594,0.346153846153846,0.47931654676259,0.490008688097307,0.356989247311828,0.587421383647799,0.364902506963788
"3/15/2004","0:00:00",0.144067796610169,0.424982053122757,0.0499153976311337,0.114779874213836,0.267067176406335,0.0690589031821259,0.280813214739517,0.28698224852071,0.447841726618705,0.447002606429192,0.359139784946237,0.572327044025157,0.357572203489224
"3/15/2004","1:00:00",0.144067796610169,0.424982053122757,0.0558375634517767,0.106918238993711,0.256690333151283,0.0704129993229519,0.29140194832698,0.269230769230769,0.446043165467626,0.413987836663771,0.341935483870968,0.60125786163522,0.354151395201095
"3/15/2004","2:00:00",0.144067796610169,0.414213926776741,0.0499153976311337,0.108490566037736,0.257782632441289,0.0717670954637779,0.286319356204998,0.254437869822485,0.456384892086331,0.403127715030408,0.329032258064516,0.655345911949686,0.367199335385818
"3/15/2004","3:00:00",0.0847457627118644,0.30940416367552,0.0313028764805415,0.0676100628930818,0.191698525395958,0.120514556533514,0.341380770859805,0.316568047337278,0.420863309352518,0.347523892267593,0.311827956989247,0.683018867924528,0.360797537018033
"3/15/2004","4:00:00",0.144067796610169,0.30940416367552,0.0313028764805415,0.0613207547169811,0.179137083560896,0.043331076506432,0.350698856416773,0.20414201183432,0.412320143884892,0.344048653344917,0.305376344086022,0.706918238993711,0.366710648487514
"3/15/2004","5:00:00",0.076271186440678,0.307250538406317,0.027072758037225,0.059748427672956,0.174767886400874,0.0582261340555179,0.353240152477764,0.21301775147929,0.410521582733813,0.342745438748914,0.296774193548387,0.732075471698113,0.367883497043444
"3/15/2004","6:00:00",0.110169491525424,0.366116295764537,0.0372250423011844,0.0990566037735849,0.244128891316221,0.0920785375761679,0.29987293519695,0.230769230769231,0.464478417266187,0.374456993918332,0.286021505376344,0.771069182389937,0.372770366026487
"3/15/2004","7:00:00",0.177966101694915,0.478822684852836,0.0846023688663283,0.150943396226415,0.318405243036592,0.153012863913338,0.243540872511648,0.257396449704142,0.52113309352518,0.440486533449175,0.283870967741935,0.767295597484277,0.369154082979035
"3/15/2004","8:00:00",0.457627118644068,0.825556353194544,0.27834179357022,0.405660377358491,0.583287820862916,0.242383209207854,0.139771283354511,0.331360946745562,0.796762589928058,0.633796698523023,0.30752688172043,0.688050314465409,0.357865415628207
"3/15/2004","9:00:00",0.677966101694915,0.943287867910984,0.516920473773266,0.575471698113208,0.719825232113599,0.322274881516588,0.0910631088521813,0.43491124260355,0.950539568345324,0.852736750651607,0.359139784946237,0.567295597484277,0.353271758784147
"3/15/2004","10:00:00",0.483050847457627,0.80689160086145,0.364636209813875,0.416666666666667,0.593664664117968,0.265402843601896,0.127064803049555,0.458579881656805,0.769334532374101,0.76107732406603,0.41505376344086,0.457861635220126,0.349215657528222
"3/15/2004","11:00:00",0.347457627118644,0.658291457286432,0.276649746192893,0.314465408805031,0.500819224467504,0.214624238320921,0.164337145277425,0.452662721893491,0.664568345323741,0.685056472632493,0.466666666666667,0.368553459119497,0.33983286908078
"3/15/2004","12:00:00",0.254237288135593,0.562096195262024,0.181049069373942,0.220125786163522,0.402512288367013,0.134732566012187,0.215586615840745,0.390532544378698,0.553956834532374,0.565160729800174,0.513978494623656,0.313207547169811,0.344866344133314
